age,gender,salary,status,spending
65,Male,102300,Married,884.98
53,Female,112851,Single,1254.58
18,Male,29738,Single,145.88
52,Male,78390,Married,688.32
67,Female,90496,Single,1034.66
29,Female,113036,Single,742.51
62,Female,118711,Married,1123.82
30,Female,42931,Married,521.06
31,Female,107313,Married,985.63
64,Male,58518,Single,865.11
52,Female,59034,Single,857.14
39,Female,18316,Single,478.91
68,Male,112983,Single,1051.31
61,Male,55441,Married,836.79
68,Female,42046,Single,989.86
43,Male,84325,Married,842.04
41,Female,29106,Married,702.41
58,Male,30088,Married,672.58
58,Female,87165,Single,1141.76
32,Male,37418,Single,663.88
49,Female,63730,Single,613.36
35,Female,95474,Married,891.49
68,Female,81172,Married,833.95
53,Female,58090,Married,719.1
33,Female,15586,Single,518.83
22,Male,94316,Single,715.33
31,Male,32638,Single,683.51
42,Male,87460,Single,652.43
23,Male,71439,Single,687.87
54,Female,20112,Married,747.77
55,Female,54309,Married,699.29
39,Male,64642,Single,815.15
57,Male,75296,Married,801.54
54,Female,38667,Married,905.18
32,Female,118557,Married,975.18
55,Female,21007,Single,666.07
39,Female,109950,Married,929.16
49,Male,61080,Married,703.92
21,Male,62494,Single,356.65
50,Male,82030,Married,919.74
31,Male,43811,Single,278.01
65,Male,53438,Single,755.42
70,Female,112578,Married,1062.08
25,Male,97023,Married,773.71
49,Female,20882,Married,627.83
34,Female,53541,Married,838.41
57,Male,20921,Single,438.13
31,Female,110868,Married,1019.18
25,Male,97507,Married,966.84
22,Female,37948,Married,798.84
39,Male,65050,Single,749.73
26,Female,15543,Married,616.07
29,Male,23967,Married,546.04
48,Male,98379,Married,1041.46
70,Female,34668,Married,859.8
21,Female,80679,Married,697.84
54,Female,25877,Married,670.7
41,Female,89047,Married,883.98
57,Female,37457,Single,835.85
65,Male,57509,Married,926.15
20,Female,92993,Single,811.38
24,Female,96426,Married,1007.36
43,Female,25766,Married,649.38
37,Male,50830,Married,889.49
41,Female,102951,Single,892.08
24,Male,20845,Single,466.19
43,Female,64896,Single,668.48
61,Male,20734,Single,675.09
57,Male,33342,Single,744.93
19,Female,37844,Married,632.38
52,Male,26860,Married,701.97
56,Female,26587,Single,770.84
23,Male,43439,Single,402.41
63,Female,62220,Single,811.51
47,Female,22059,Single,718.35
40,Female,83220,Single,691.89
42,Male,65345,Single,790.81
22,Female,107672,Single,843.25
46,Male,105376,Single,717.21
70,Male,41718,Married,865.47
66,Male,62623,Single,954.78
41,Female,88918,Single,827.11
61,Female,54508,Single,901.33
32,Female,118173,Single,1033.81
21,Male,23007,Married,308.42
41,Female,86401,Married,912.0
67,Male,107292,Married,1030.89
66,Male,24018,Married,702.93
53,Male,73276,Single,1011.3
70,Female,24362,Single,682.4
49,Male,53039,Single,666.63
42,Male,84980,Married,1031.92
22,Female,116957,Single,944.53
29,Female,28977,Single,542.74
60,Male,36009,Married,820.71
66,Female,87085,Single,1110.25
33,Male,23957,Single,671.42
56,Female,119572,Married,1077.77
67,Female,50591,Married,882.03
24,Male,74510,Married,595.35
65,Female,97150,Single,878.52
28,Female,96687,Single,805.35
66,Male,83372,Single,737.14
70,Male,112916,Single,1084.33
45,Female,101114,Single,988.9
48,Male,40184,Single,604.26
46,Female,99006,Married,964.52
29,Male,56030,Married,761.71
64,Male,50270,Married,880.87
51,Male,91203,Single,958.21
35,Male,90586,Single,885.37
69,Male,29027,Single,714.56
70,Female,49052,Single,840.07
51,Male,95679,Single,910.67
39,Male,117272,Single,764.93
61,Female,80289,Single,834.08
43,Male,17914,Married,342.28
19,Male,115407,Single,903.25
31,Female,104207,Single,803.6
33,Female,40580,Single,752.26
69,Male,29364,Married,829.31
29,Female,114526,Single,989.0
46,Female,57826,Single,815.86
24,Male,28593,Married,587.78
40,Male,88493,Married,748.74
60,Female,84055,Single,899.46
27,Male,74198,Single,775.01
42,Female,84218,Single,874.94
29,Male,109877,Married,918.66
58,Male,53098,Single,944.56
42,Female,117598,Single,941.3
32,Female,110620,Married,931.17
62,Female,79142,Married,1028.99
24,Female,45310,Married,379.91
52,Male,116119,Single,873.83
63,Male,72457,Single,733.47
40,Female,111877,Single,1122.32
41,Male,84935,Married,843.37
47,Female,37245,Married,632.93
25,Female,72331,Married,735.75
55,Male,15477,Single,518.78
26,Male,64301,Married,618.47
19,Male,33063,Single,290.29
53,Female,118316,Married,957.25
63,Female,107480,Married,906.77
37,Female,100528,Single,992.14
66,Female,28894,Single,774.18
68,Female,46886,Married,750.35
55,Female,98229,Married,986.16
44,Female,53422,Single,710.89
65,Female,73337,Married,862.29
23,Male,76279,Single,654.65
34,Male,87177,Married,742.9
30,Female,42587,Married,712.07
32,Female,116705,Single,928.92
57,Male,64600,Married,588.18
42,Male,65623,Married,914.59
41,Male,51484,Single,647.45
18,Female,59723,Married,583.42
31,Male,72291,Single,752.32
41,Male,90849,Single,895.85
40,Male,78058,Single,680.43
68,Male,96931,Single,942.27
23,Female,83115,Single,827.6
49,Female,30283,Married,620.87
26,Female,101845,Single,665.53
23,Male,111956,Single,976.39
56,Female,97386,Married,1070.4
25,Female,117617,Single,776.74
43,Male,30227,Single,396.79
24,Female,74735,Married,727.72
40,Male,21520,Married,848.71
31,Female,100928,Married,832.72
26,Female,72981,Single,820.76
32,Male,99530,Single,921.84
19,Male,30485,Single,516.09
20,Male,50267,Single,470.56
70,Male,39127,Single,795.79
58,Male,58241,Married,701.07
60,Male,113556,Married,878.26
50,Female,116743,Married,1152.0
42,Male,32574,Married,613.03
18,Female,61194,Single,619.27
66,Female,91387,Single,1059.02
43,Female,22623,Married,885.89
30,Female,59552,Married,850.6
53,Male,83160,Married,889.05
19,Female,51779,Married,490.72
70,Male,116634,Married,1038.86
27,Male,90038,Single,999.27
68,Female,64689,Single,645.82
58,Female,98256,Married,785.02
50,Male,64264,Married,753.83
39,Female,105561,Married,1105.27
25,Male,76216,Single,659.12
59,Male,61311,Married,722.96
49,Male,77389,Single,742.39
32,Female,115223,Married,968.21
19,Female,17692,Married,570.07
58,Male,16170,Single,501.66
50,Female,35812,Single,671.28
19,Male,85181,Married,802.03
54,Male,36480,Single,538.2
22,Male,52372,Married,598.81
48,Female,22173,Single,753.57
27,Female,23118,Married,663.12
46,Female,44326,Single,884.78
18,Male,52822,Married,608.4
60,Male,53041,Married,779.17
69,Male,16373,Married,495.6
59,Female,102164,Married,1126.72
34,Male,79843,Single,669.01
40,Male,46151,Single,529.67
30,Male,22583,Married,610.41
54,Female,61448,Single,812.48
27,Female,118619,Married,923.75
22,Male,51424,Single,494.57
30,Female,102890,Single,763.35
59,Female,33677,Married,649.83
47,Male,91039,Married,1022.53
56,Male,48170,Married,746.31
45,Male,33677,Married,786.73
68,Female,100542,Married,1072.45
68,Female,116807,Married,1133.19
22,Female,53766,Married,745.7
45,Female,40100,Married,664.0
34,Male,55205,Single,605.69
20,Female,21016,Single,531.95
68,Male,114866,Single,1101.09
63,Female,63732,Single,914.9
58,Male,118413,Single,896.64
55,Female,53079,Married,608.14
44,Female,103271,Single,962.52
23,Female,93792,Married,699.07
32,Male,42370,Single,691.02
48,Male,103197,Married,1067.02
66,Male,20110,Married,613.13
48,Male,91469,Married,742.47
24,Male,92845,Single,639.83
54,Female,41369,Married,725.69
43,Female,52711,Married,908.39
70,Female,97693,Married,1202.7
64,Male,30293,Single,550.53
21,Male,46314,Married,623.63
51,Female,83268,Married,1007.27
44,Female,103265,Single,1006.62
39,Male,75857,Single,665.08
30,Male,90232,Single,635.68
25,Female,117053,Single,992.4
33,Female,93596,Married,873.7
56,Male,52094,Single,692.82
46,Male,95398,Single,952.68
58,Female,32891,Married,849.02
39,Female,75563,Married,712.55
39,Male,86492,Single,816.07
36,Female,73907,Married,872.71
56,Male,97375,Married,813.05
37,Male,21500,Married,760.52
18,Male,54777,Married,674.98
62,Female,82508,Single,961.14
69,Male,50949,Married,673.22
45,Male,68582,Married,770.84
42,Male,83766,Single,660.63
41,Female,68876,Married,939.36
70,Male,58196,Married,529.83
67,Male,44209,Single,637.42
66,Female,113063,Single,866.57
35,Male,40664,Single,505.87
47,Male,26194,Single,486.33
25,Male,84839,Married,815.08
25,Female,109761,Married,1006.63
51,Female,23536,Single,449.83
48,Female,74502,Single,1032.66
63,Female,85168,Married,826.3
48,Female,40152,Married,944.27
36,Female,45411,Married,798.54
36,Male,19059,Married,504.01
70,Female,55193,Married,876.68
35,Female,84472,Single,838.53
65,Female,91199,Single,1108.09
39,Female,117571,Single,825.49
28,Male,58995,Married,575.13
34,Male,81594,Single,609.36
46,Male,21285,Single,580.06
43,Female,116197,Married,829.35
51,Female,119823,Married,991.34
23,Male,106047,Single,747.83
45,Male,72983,Single,751.45
52,Female,74094,Married,812.61
43,Male,93085,Single,583.77
35,Male,107862,Married,753.63
27,Female,82533,Married,617.99
28,Female,42659,Single,584.18
51,Male,43479,Married,777.21
49,Male,50429,Single,576.18
68,Female,53072,Married,693.57
23,Female,40534,Single,715.7
42,Male,72808,Married,959.21
37,Male,84411,Married,517.87
21,Male,60312,Married,811.64
62,Male,26138,Married,724.85
55,Male,25410,Married,667.48
22,Male,90031,Married,725.44
52,Male,55022,Married,726.13
30,Male,86995,Married,756.25
45,Female,71719,Single,1005.95
32,Male,64401,Married,781.87
39,Male,74131,Married,820.21
30,Female,106587,Single,888.98
28,Male,119778,Single,924.45
20,Female,65057,Single,903.3
39,Female,93030,Single,907.45
36,Male,21818,Married,511.26
63,Male,100685,Married,1265.9
60,Female,66276,Single,968.85
31,Male,25190,Single,808.73
64,Female,82679,Single,928.75
69,Female,29346,Married,677.56
27,Female,92959,Single,709.1
64,Male,111445,Married,1076.87
36,Female,98328,Married,931.52
54,Male,76794,Married,932.89
67,Female,93645,Single,940.54
28,Female,25267,Single,484.0
50,Male,51731,Single,762.06
49,Male,40672,Single,592.98
32,Female,77512,Married,469.77
65,Male,29500,Married,681.18
43,Male,108922,Single,704.84
60,Male,87618,Single,992.56
19,Female,65159,Single,568.62
19,Male,89738,Married,866.43
58,Male,36714,Married,727.88
23,Male,75437,Single,813.35
63,Male,22307,Single,509.72
30,Male,119569,Single,713.7
44,Female,100324,Married,920.33
20,Male,102060,Single,699.54
18,Male,68378,Married,633.07
37,Female,88806,Married,694.24
30,Female,99060,Single,753.49
43,Female,74851,Single,791.38
54,Male,47371,Married,911.53
34,Male,16881,Single,677.0
44,Male,49256,Single,753.04
49,Male,115106,Married,1123.78
29,Male,71632,Single,756.27
53,Male,63879,Married,703.59
62,Female,106651,Single,845.11
59,Female,51831,Single,713.32
62,Female,99285,Married,954.46
39,Female,63450,Married,649.53
44,Female,33319,Married,581.45
69,Male,15998,Single,632.24
35,Male,88792,Single,575.78
59,Male,57993,Single,848.68
41,Female,37810,Single,727.36
66,Female,118564,Single,1060.08
63,Male,32821,Married,847.63
43,Female,48860,Single,788.99
20,Male,115371,Single,758.46
68,Male,46984,Married,1063.98
42,Male,78972,Single,634.99
59,Female,95541,Single,990.34
21,Male,114271,Married,1063.8
52,Male,98666,Single,719.31
55,Female,113009,Married,1000.86
30,Female,99228,Married,1079.39
59,Male,27569,Single,759.1
22,Female,94793,Single,545.89
50,Male,35497,Single,698.81
39,Female,80326,Married,736.09
19,Male,118603,Single,781.21
54,Female,22497,Married,821.03
30,Female,54352,Single,443.35
51,Female,15127,Single,554.62
37,Female,83526,Single,824.92
48,Female,79974,Married,927.02
63,Male,107500,Married,977.41
19,Female,63334,Single,546.2
18,Male,45728,Single,461.2
27,Male,116871,Married,955.93
19,Female,84329,Single,716.38
65,Male,66849,Married,883.05
41,Female,50235,Married,785.44
44,Male,76226,Single,747.36
46,Female,112624,Single,926.22
68,Male,21146,Single,730.26
34,Male,22192,Married,662.59
27,Female,21634,Single,465.99
46,Female,94150,Single,905.04
57,Female,35114,Single,475.3
37,Female,90202,Single,838.24
43,Male,17846,Single,346.64
69,Male,55693,Single,855.77
54,Male,82098,Single,776.21
30,Female,102499,Married,1073.19
42,Female,87810,Single,810.06
31,Male,54518,Married,748.96
46,Female,67170,Single,653.8
22,Male,29352,Married,610.82
69,Female,95550,Married,871.52
20,Female,57849,Married,632.01
69,Female,116545,Married,840.56
39,Male,115162,Single,782.98
66,Female,104715,Married,1201.63
45,Male,114239,Single,1119.62
46,Male,88243,Married,888.7
31,Male,59653,Married,732.54
66,Female,16259,Single,670.9
60,Male,34828,Married,699.17
28,Male,87152,Single,801.4
43,Female,75602,Married,950.25
56,Female,95992,Married,1022.36
30,Male,35842,Single,537.33
18,Female,118626,Single,815.18
36,Female,91272,Single,779.42
62,Female,47630,Single,701.03
30,Male,29889,Single,561.57
44,Female,107496,Single,954.67
48,Male,42475,Married,479.32
23,Male,109768,Married,1050.43
33,Female,96823,Single,812.83
27,Male,96300,Married,854.0
33,Male,97156,Married,836.88
28,Male,59486,Married,595.71
19,Male,108927,Single,756.41
39,Male,112575,Single,813.15
59,Male,75714,Single,988.45
55,Female,53013,Single,648.98
69,Male,78530,Married,823.64
55,Male,93270,Single,1060.13
22,Female,107659,Single,912.24
19,Male,89178,Married,909.61
55,Female,68286,Married,864.9
26,Female,51202,Married,573.29
34,Male,21061,Married,560.28
46,Female,100286,Single,945.36
50,Female,94038,Married,1031.46
53,Male,95188,Single,745.13
48,Male,48702,Married,666.96
29,Male,36523,Single,733.11
25,Male,21552,Single,722.55
25,Female,19933,Single,495.91
27,Female,85591,Married,801.01
69,Female,117644,Single,1005.66
37,Female,102769,Married,933.8
69,Female,106552,Single,978.53
32,Male,83952,Single,662.58
63,Male,24013,Single,600.66
37,Male,59825,Single,539.69
42,Female,57157,Single,657.0
34,Male,73850,Single,874.14
67,Female,102200,Married,973.63
20,Male,40729,Married,355.82
34,Female,50288,Single,458.62
69,Male,100726,Single,1004.97
58,Female,30625,Married,887.99
66,Male,89611,Married,956.85
63,Male,49096,Married,824.8
29,Male,24087,Married,280.73
49,Female,30166,Married,513.82
28,Male,66880,Single,669.1
59,Male,86811,Married,1063.11
60,Female,83869,Single,950.82
26,Female,17566,Single,337.02
43,Female,95335,Single,740.09
26,Female,45265,Married,824.08
64,Male,33245,Married,897.15
50,Male,95982,Single,1130.23
69,Female,114366,Single,952.72
39,Female,116023,Married,1100.9
68,Male,114799,Married,964.73
68,Female,28827,Single,664.49
40,Female,111804,Married,1055.76
32,Male,112966,Single,821.57
65,Male,109265,Single,1044.77
33,Female,99185,Single,801.87
40,Female,81356,Single,837.93
20,Male,27223,Single,577.31
60,Female,17063,Single,773.84
21,Male,108241,Single,769.91
52,Female,70847,Married,731.55
60,Male,116730,Single,1156.98
70,Female,76275,Married,1107.49
39,Male,101468,Single,829.93
54,Female,91652,Married,945.34
60,Male,107885,Married,945.02
63,Female,33642,Single,610.51
68,Male,84546,Married,804.99
30,Male,77833,Married,833.73
50,Female,112016,Single,904.78
32,Female,106305,Single,993.63
60,Female,36413,Single,705.49
57,Male,84450,Married,1005.04
28,Female,21089,Single,668.65
63,Male,111389,Married,1003.22
47,Male,27054,Married,541.09
27,Female,38271,Single,707.28
70,Female,88273,Married,690.94
18,Female,50347,Married,522.08
48,Male,87863,Single,1091.28
49,Female,41050,Married,686.46
67,Female,97866,Single,967.22
54,Male,52190,Married,670.53
62,Female,40347,Single,550.44
62,Female,75609,Married,918.41
61,Male,105212,Single,1141.73
20,Female,93290,Married,700.52
53,Male,84543,Married,799.49
46,Female,35064,Single,699.44
18,Male,117748,Married,765.98
58,Male,64681,Single,846.57
50,Male,83487,Married,995.37
31,Male,107684,Married,800.58
29,Female,48270,Single,786.35
52,Male,85626,Single,1012.03
21,Female,82556,Married,1129.8
38,Male,117101,Married,1005.07
28,Female,95155,Married,600.3
70,Male,55230,Married,994.43
28,Male,23926,Single,452.34
27,Male,92274,Married,695.9
40,Male,117004,Single,806.07
54,Female,54484,Married,720.91
62,Male,110372,Single,946.9
33,Male,95406,Single,709.33
60,Male,29937,Married,866.65
70,Male,110839,Single,1069.12
64,Male,95746,Married,903.07
56,Female,116009,Single,1035.5
41,Female,50037,Married,1037.33
28,Male,109499,Single,782.67
54,Male,23873,Married,650.71
35,Male,86798,Married,778.1
35,Male,79943,Single,611.33
47,Male,35201,Single,583.82
43,Male,80070,Married,661.85
31,Female,99618,Single,880.77
64,Female,113101,Single,1261.97
42,Female,74085,Single,581.29
68,Female,43115,Single,734.94
42,Female,95129,Married,683.19
18,Female,83162,Married,769.57
64,Female,59994,Single,829.88
56,Female,80518,Single,813.28
19,Female,102649,Single,921.63
28,Female,70296,Married,717.33
54,Male,98386,Single,924.15
51,Male,29249,Single,786.81
63,Male,115343,Single,973.27
43,Male,53369,Single,673.27
43,Female,98908,Single,968.57
61,Male,34012,Married,1121.09
24,Male,74190,Single,638.93
66,Male,115752,Married,951.51
42,Male,36955,Married,638.87
45,Female,101121,Single,826.61
29,Male,109968,Single,768.67
69,Male,67859,Married,926.86
62,Female,81834,Single,996.0
59,Male,118682,Married,909.52
25,Male,86404,Married,864.65
27,Male,81083,Single,946.32
27,Male,55993,Married,718.17
42,Female,24538,Married,432.21
41,Male,50312,Single,723.19
59,Male,60443,Married,771.8
29,Female,54902,Married,713.88
42,Female,49382,Single,720.47
46,Male,77075,Married,936.63
35,Female,60720,Single,686.08
37,Male,116746,Married,1065.69
42,Female,66822,Single,649.44
39,Female,64507,Married,737.5
24,Male,63529,Single,664.19
57,Female,41474,Single,519.17
27,Female,85471,Single,908.29
60,Female,88294,Married,979.45
44,Male,42413,Married,585.61
22,Male,110593,Married,934.29
54,Male,35356,Single,714.61
38,Female,110704,Single,1072.29
20,Female,89551,Single,799.47
69,Male,98940,Single,1050.33
55,Male,26731,Married,993.92
20,Female,68576,Married,824.39
43,Male,108050,Single,1011.39
30,Female,58696,Single,738.46
47,Female,109579,Married,1048.79
27,Male,95440,Married,928.18
42,Female,37443,Married,499.16
64,Male,25000,Married,611.06
46,Female,52500,Married,618.41
20,Male,76702,Single,865.48
27,Male,68099,Married,696.21
26,Female,45542,Married,631.36
31,Female,113836,Single,931.62
44,Male,118082,Married,1020.77
55,Female,59576,Single,894.17
44,Male,96234,Married,969.86
61,Male,64793,Married,826.93
43,Female,103219,Married,842.32
47,Male,76755,Married,905.96
44,Male,118546,Single,826.37
30,Male,89697,Married,714.86
42,Male,96569,Single,708.44
38,Male,48467,Single,753.96
37,Female,67935,Single,678.41
28,Female,36016,Married,493.13
69,Female,111306,Married,1238.4
31,Female,54465,Married,742.5
57,Male,21481,Married,455.07
53,Male,60164,Single,731.06
65,Male,76764,Single,696.35
33,Female,40884,Single,572.29
35,Female,75696,Married,691.27
46,Female,60675,Single,690.71
38,Male,49636,Single,601.69
50,Male,64203,Single,610.46
27,Female,44286,Married,769.2
53,Female,49778,Married,651.86
40,Male,93034,Married,749.08
39,Female,31191,Single,756.7
59,Male,110866,Married,974.84
18,Male,94924,Single,967.34
41,Female,93160,Single,786.26
63,Female,113701,Single,1207.11
67,Male,84617,Single,929.78
45,Male,71789,Single,842.86
48,Female,49789,Single,775.18
30,Male,94298,Single,702.76
26,Female,89766,Single,816.1
59,Male,49701,Single,645.72
53,Female,82353,Married,779.97
68,Male,92354,Married,849.91
41,Female,36857,Single,929.63
70,Female,44236,Single,695.0
57,Male,60566,Married,848.07
20,Female,57938,Married,879.93
43,Male,95836,Married,1014.72
61,Male,49539,Married,805.23
57,Male,89601,Single,959.41
33,Female,43273,Married,629.03
18,Male,26468,Single,466.99
19,Male,59261,Single,648.72
21,Female,27370,Single,410.51
22,Female,53671,Single,540.02
41,Female,99387,Married,1053.59
37,Female,71525,Married,548.16
28,Female,114533,Married,858.49
45,Female,17075,Single,708.34
47,Female,51821,Married,607.74
28,Female,118277,Married,994.23
18,Female,44783,Single,459.2
66,Female,73898,Married,1084.05
67,Male,72994,Married,868.58
66,Female,83754,Single,1050.47
54,Male,36453,Single,423.74
48,Male,34364,Married,705.11
42,Male,80894,Married,857.54
52,Male,28227,Married,655.55
57,Female,45169,Single,831.86
70,Male,60486,Married,945.07
25,Male,60103,Single,495.86
28,Male,106369,Married,836.25
36,Male,86496,Married,782.19
40,Male,58255,Single,461.05
37,Female,71609,Single,819.6
69,Female,105439,Single,926.84
43,Male,35138,Married,730.98
31,Male,18469,Married,438.41
32,Female,48310,Single,518.31
29,Female,51143,Married,766.44
50,Male,118962,Married,871.87
50,Female,89943,Single,629.37
39,Female,95582,Married,822.96
57,Male,72096,Married,960.34
28,Male,113871,Married,942.8
43,Female,99937,Married,1023.47
49,Female,68267,Single,941.5
46,Female,30469,Married,931.95
21,Female,83433,Single,743.23
42,Male,100553,Married,1129.77
68,Female,37545,Single,743.8
57,Male,74934,Single,636.28
64,Female,84591,Married,1038.13
55,Female,20316,Single,751.01
59,Female,108315,Married,1025.84
22,Male,73808,Married,504.95
60,Male,60665,Married,1043.43
30,Male,84562,Married,698.7
46,Male,71277,Married,719.28
41,Male,112899,Married,887.41
23,Female,86621,Single,965.18
47,Female,37188,Single,725.66
45,Female,89953,Married,750.9
58,Female,117072,Married,1183.25
35,Female,85002,Single,926.8
38,Female,108869,Single,1011.92
27,Female,25527,Single,406.83
59,Male,71275,Married,790.06
21,Male,50344,Married,727.44
22,Female,71819,Married,721.8
62,Female,88127,Single,983.23
59,Male,65587,Married,895.39
24,Male,92547,Single,771.55
25,Female,101100,Married,1017.83
39,Female,105233,Married,1017.55
22,Female,113806,Single,897.34
27,Female,75269,Married,731.52
40,Male,36418,Married,508.66
21,Female,50631,Single,790.94
47,Male,83045,Single,776.05
28,Male,62756,Single,879.73
51,Female,99303,Single,945.79
36,Female,57690,Single,607.33
19,Female,111387,Single,638.61
68,Female,46008,Married,885.81
33,Female,106219,Single,1002.2
50,Male,26831,Single,578.99
36,Male,24973,Married,799.01
36,Female,98802,Single,780.16
64,Female,39983,Married,759.22
45,Male,77232,Married,952.66
32,Male,35747,Single,437.9
51,Female,91472,Single,586.95
48,Male,119666,Married,1008.18
67,Female,99987,Married,1251.54
23,Female,24838,Single,476.47
63,Female,58380,Single,976.56
45,Male,89773,Single,904.27
57,Male,73163,Married,801.37
52,Female,59700,Single,620.57
48,Female,54453,Single,738.7
60,Female,53214,Single,860.44
55,Male,89953,Single,985.68
48,Female,101725,Married,930.3
70,Male,80520,Single,945.05
33,Male,91448,Single,836.45
50,Female,92270,Single,972.11
66,Female,96598,Single,990.5
35,Female,36581,Single,636.39
19,Female,33889,Single,564.02
33,Male,58337,Single,621.31
49,Male,90240,Single,786.16
59,Male,22221,Single,660.35
18,Female,17276,Single,480.33
66,Female,55026,Married,806.37
69,Male,109565,Single,733.76
64,Male,74753,Married,1004.91
29,Female,106863,Married,937.76
28,Female,53427,Married,865.36
38,Male,97750,Single,823.72
50,Female,78959,Single,921.51
46,Male,96816,Single,629.0
58,Female,47391,Married,646.45
68,Female,27085,Married,541.41
45,Male,31486,Married,710.71
58,Female,15111,Single,564.95
64,Male,34034,Single,797.87
46,Male,94162,Married,983.41
64,Female,45876,Single,826.69
45,Male,76397,Married,827.38
64,Female,74874,Single,963.94
56,Male,106950,Married,985.88
60,Female,31943,Single,566.78
69,Female,31552,Single,718.47
24,Male,25419,Married,260.07
56,Female,69039,Single,686.27
32,Male,66321,Single,584.92
44,Male,96587,Single,1004.4
38,Female,51563,Single,506.31
65,Female,103498,Single,1052.0
49,Female,21008,Married,784.12
60,Female,74084,Single,908.55
20,Female,74326,Married,953.07
44,Male,105194,Single,695.61
39,Male,67007,Married,825.34
54,Male,41948,Married,682.71
66,Male,115748,Married,843.69
33,Female,57114,Married,653.62
50,Female,84719,Single,947.92
40,Female,56659,Married,482.34
63,Male,49121,Married,692.55
29,Female,85449,Married,714.84
26,Male,60443,Married,850.55
54,Male,35500,Married,835.26
54,Male,63717,Married,1015.72
59,Male,94812,Married,695.94
44,Male,100927,Single,909.37
49,Female,116274,Single,697.69
53,Male,31418,Single,450.03
63,Male,101700,Single,904.55
41,Female,54479,Single,623.6
43,Female,53620,Single,710.83
57,Female,99163,Married,984.23
27,Male,50896,Married,516.59
69,Female,93373,Married,997.59
26,Female,47816,Married,575.91
42,Male,102719,Single,854.85
42,Male,33336,Married,692.68
52,Female,69725,Married,882.46
38,Male,107430,Married,1149.42
69,Male,32493,Single,813.52
39,Male,16675,Single,618.19
52,Male,77255,Single,941.49
68,Male,70827,Married,697.33
59,Male,98543,Married,1082.7
62,Female,82790,Married,919.8
22,Female,110780,Married,848.96
67,Female,31154,Single,635.2
52,Male,78104,Married,821.7
24,Male,103266,Married,896.21
64,Male,97040,Married,942.14
53,Male,30408,Single,583.06
44,Female,67456,Married,823.25
35,Male,108172,Single,918.18
20,Male,71764,Single,812.66
33,Female,98092,Married,804.86
35,Female,104846,Single,838.13
64,Female,43844,Single,704.68
22,Male,62558,Single,433.72
23,Female,65553,Married,994.37
23,Male,42899,Married,756.5
37,Female,112511,Married,817.03
54,Female,41223,Single,829.2
34,Female,77042,Single,848.88
65,Male,111960,Single,1066.46
24,Male,103652,Single,759.99
34,Male,99154,Single,679.79
56,Female,46273,Married,725.71
39,Male,63392,Married,969.05
57,Male,76404,Married,791.5
21,Male,25085,Married,602.2
66,Female,99696,Married,1001.54
67,Male,57595,Single,828.47
57,Female,55785,Married,1000.88
51,Male,76739,Married,889.67
20,Female,36677,Single,493.67
50,Female,86321,Single,1012.85
18,Male,69429,Married,677.95
55,Female,103339,Married,1299.93
60,Male,56174,Married,833.85
32,Female,101301,Married,981.43
41,Female,46950,Single,636.01
27,Female,79804,Single,993.14
38,Female,103351,Married,974.15
33,Male,18756,Single,383.6
63,Male,94195,Married,1043.9
25,Male,103305,Married,991.82
45,Male,94138,Married,1085.74
70,Male,116138,Single,1051.07
18,Male,91059,Married,739.46
62,Male,91473,Married,932.35
65,Male,60714,Married,876.76
42,Male,114750,Married,1004.12
48,Female,34858,Married,672.71
62,Male,65376,Single,863.12
47,Male,37201,Married,760.34
21,Male,107481,Married,790.4
58,Male,41827,Single,699.52
28,Male,97600,Single,664.19
29,Female,117720,Single,771.97
57,Male,90567,Married,911.95
20,Female,46926,Single,470.18
31,Male,80511,Married,717.48
52,Female,25723,Married,687.63
19,Male,52986,Single,354.65
45,Female,53056,Married,909.24
69,Female,29903,Single,629.52
58,Female,98932,Married,968.75
59,Male,55576,Married,684.63
54,Female,78930,Married,920.67
25,Female,52447,Married,734.97
66,Female,74537,Married,870.75
20,Female,90314,Married,1052.65
28,Female,42286,Single,664.55
68,Male,17511,Single,546.86
68,Male,37872,Single,713.18
26,Male,15373,Married,425.92
26,Male,102973,Married,753.16
20,Male,85327,Married,523.79
58,Male,50362,Married,646.19
56,Female,57774,Single,701.56
38,Male,15892,Single,503.9
66,Male,69463,Single,749.83
42,Male,45907,Married,638.44
39,Male,100415,Single,627.74
20,Male,84863,Married,841.91
25,Female,93959,Married,799.46
35,Female,38307,Married,767.27
39,Male,48771,Single,799.66
37,Male,60348,Single,809.89
27,Female,96833,Married,1059.66
42,Male,47569,Married,601.73
69,Male,34066,Single,624.58
62,Male,61656,Married,742.13
61,Male,15715,Single,628.77
33,Male,74983,Married,753.82
32,Female,93644,Married,687.55
38,Female,110301,Single,999.37
21,Female,26648,Married,747.88
48,Male,59600,Married,796.63
24,Male,80052,Single,800.68
52,Male,28375,Single,601.82
47,Female,55053,Single,653.15
52,Male,71555,Single,848.26
30,Male,99801,Married,849.84
41,Female,51661,Married,626.96
35,Female,71028,Married,856.16
68,Female,52262,Single,837.9
45,Male,51859,Married,837.04
62,Female,83614,Single,892.97
39,Female,57927,Married,825.95
62,Female,35852,Married,836.2
55,Male,83979,Single,753.53
23,Female,89578,Married,1188.68
42,Male,110831,Married,889.75
70,Male,78625,Single,744.11
39,Male,98049,Single,946.07
69,Male,75318,Single,812.11
23,Male,98645,Married,691.46
47,Male,62726,Single,704.11
